INSTANCE_NAME.Tablespace.    Size (MB).    Free (MB).Free Pct.REP_DATE
ESV1T.SYSAUX.6350.330.5,2.2020-04-29
ESVSMMQ1.UNDOTBS2.18650.12249.65,68.2020-04-29
ESVSMMQ1.DOM1_DATA_BLOB.100.99.99.2020-04-29
ESVSMMQ1.DOM1_EVENT_DATA_INDX.800.457.57,23.2020-04-29
ESVSMMQ1.DOM1_TIMESERIES_BLOBDATA10.75744.4475.5,91.2020-04-29
ESVSMMQ1.GENERIS_C_DATA.1200.135.11,25.2020-04-29
ESVSMMQ1.DOM1_ACC_DATA.100.99.99.2020-04-29
ESVSMMQ1.DOM1_INDX.406288.55908.13,76.2020-04-29
ESVSMMA1.DOM1_INDX.335646,97.14373.4,28.2020-04-29
ESVSMMA1.DOM1_ACC_DATA.50.49.98.2020-04-29
ESVSMMA1.SYSAUX.2120.150.7,11.2020-04-29
ESVSMMA1.UNDOTBS1.18190.13487.74,15.2020-04-29
ESVSMMA1.DOM1_ACC_INDX.50.49.98.2020-04-29
ESVSMMA1.DBSPI_USERS.512.511.99,8.2020-04-29
ESVSMMA1.DOM1_DATA_CLOB.100.91.91,69.2020-04-29
ESVSMMA1.DOM1_TIMESERIES_BINDATA.144720.9865.6,82.2020-04-29
ESVSMMA1.DOM1_DATA.1896936,95.72184.3,81.2020-04-29
ESVSMMA1.USERS.5.4.80.2020-04-29
ESVSMMA1.DOM1_TIMESERIES_DATA.200.15.7,5.2020-04-29
ESVSMMA1.SYSTEM.10100.1192.11,8.2020-04-29
ESVSMMA1.EISDBA.600.599.99,83.2020-04-29
ESVSMMA1.DOM1_TIMESERIES_INDX.92967.10955.11,78.2020-04-29
ESVSMMA1.DOM1_IMPORT_DATA.100.99.99.2020-04-29
ESVSMMA1.DOM1_EVENT_DATA.100.49.49.2020-04-29
ESVSMMA1.USR.10.9.90.2020-04-29
ESVSMMA1.UNDOTBS2.24375.19265.79,04.2020-04-29
ESVSMMA1.GENERIS_C_DATA.1155.97.8,44.2020-04-29
ESVSMMA1.DOM1_TIMESERIES_BLOBDATA10.73811.2876.3,9.2020-04-29
ESVSMMA1.DOM1_EVENT_DATA_INDX.2100.1757.83,71.2020-04-29
ESVSMMA1.DOM1_DATA_BLOB.100.99.99.2020-04-29
ESVSMMA1.USERS_TIV.20.19.95.2020-04-29
ESVSMMA1.DOM1_DOCARCHIVE_BIN_DATA.100.99.99.2020-04-29
ESVSMMP1.DOM1_INDX.540517.20489.3,79.2020-04-29
ESVSMMP1.USERS_TIV.20.19.95.2020-04-29
ESVSMMP1.SYSAUX.2500.542.21,69.2020-04-29
ESVSMMP1.UNDOTBS1.31024.30121.97,09.2020-04-29
ESVSMMP1.DOM1_ACC_INDX.10.9.90.2020-04-29
ESVSMMP1.DBSPI_USERS.512.511.99,8.2020-04-29
ESVSMMP1.DOM1_DATA_CLOB.41.32.79,73.2020-04-29
ESVSMMP1.DOM1_TIMESERIES_BINDATA.146068.8719.5,97.2020-04-29
ESVSMMP1.DOM1_DATA.1947618.75088.3,86.2020-04-29
ESVSMMP1.USERS.10.8.86,88.2020-04-29
ESVSMMP1.DOM1_TIMESERIES_DATA.500.315.63.2020-04-29
ESVSMMP1.SYSTEM.1200.227.18,97.2020-04-29
ESVSMMP1.EISDBA.3000.302.10,08.2020-04-29
ESVSMMP1.DOM1_TIMESERIES_INDX.118301.9065.7,66.2020-04-29
ESVSMMP1.DOM1_IMPORT_DATA.100.99.99.2020-04-29
ESVSMMP1.DOM1_EVENT_DATA.102.51.50.2020-04-29
ESVSMMP1.USR.10.9.90.2020-04-29
ESVSMMP1.UNDOTBS2.17500.16434.93,91.2020-04-29
ESVSMMP1.GENERIS_C_DATA.1100.65.5,93.2020-04-29
ESVSMMP1.DOM1_EVENT_DATA_INDX.1361.1018.74,86.2020-04-29
ESVSMMP1.DOM1_DATA_BLOB.100.99.99.2020-04-29
ESVSMMP1.DOM1_TIMESERIES_BLOBDATA10.78247.4156.5,31.2020-04-29
ESVSMMP1.DOM1_ACC_DATA.10.9.90.2020-04-29
ESVSMMP1.DOM1_DOCARCHIVE_BIN_DATA.10.9.90.2020-04-29
NEOP.AUDIT_DATA.50.49.98.2020-04-29
NEOP.SYSAUX.7317,56.383.5,24.2020-04-29
NEOP.UNDOTBS1.13200.9289.70,38.2020-04-29
NEOP.NEOINDEX.51460.2403.4,67.2020-04-29
NEOP.DBSPI_USERS.20.19.95.2020-04-29
NEOP.DBM_SCHEMA.20480.20479.100.2020-04-29
NEOP.NEODATA.487423,8.105561.21,66.2020-04-29
NEOP.DBM_LOCAL_SCHEMA.100.99.99.2020-04-29
NEOP.USERADMIN_SCHEMA.10.9.90.2020-04-29
NEOP.USERS.500.499.99,8.2020-04-29
NEOP.SYSTEM.2500.352.14,1.2020-04-29
NEOP.EISDBA.750.373.49,79.2020-04-29
NEOP.EMAPI_SCHEMA.500.499.99,8.2020-04-29
SASKXENT.ADOBE_SCHEMA.100.98.98,94.2020-04-29
SASKXENT.DWO_DATA.1500.251.16,79.2020-04-29
SASKXENT.RE_SCHEMA.100.99.99.2020-04-29
SASKXENT.SYSAUX.1000.164.16,44.2020-04-29
SASKXENT.UNDOTBS1.25600.18320.71,56.2020-04-29
SASKXENT.BDM_Q_DATA.61880.8244.13,32.2020-04-29
SASKXENT.DBM_SCHEMA.100.99.99.2020-04-29
SASKXENT.DWO_LOADER_LOAD.100.99.99.2020-04-29
SASKXENT.EMAPI_SCHEMA.100.99.99.2020-04-29
SASKXENT.AML_Q_LOAD.7162.1847.25,8.2020-04-29
SASKXENT.HDS_Q_LOAD.16483.4670.28,33.2020-04-29
SASKXENT.USERADMIN_SCHEMA.100.99.99.2020-04-29
SASKXENT.QV_DATA.450.447.99,33.2020-04-29
SASKXENT.USERS.200.185.92,66.2020-04-29
SASKXENT.NEOLANE_IND.200.198.99.2020-04-29
SASKXENT.AAP_CITY_DATA.2750.1290.46,93.2020-04-29
SASKXENT.SYSTEM.900.154.17,15.2020-04-29
SASKXENT.EISDBA.200.107.53,75.2020-04-29
SASKXENT.ANALYS_DATA.300.213.71,23.2020-04-29
SASKXENT.HDS_Q_DATA.179442.20119.11,21.2020-04-29
SASKXENT.HDS_Q_IND.100.99.99.2020-04-29
SASKXENT.LEADS_SCHEMA.100.99.99.2020-04-29
SASKXENT.BDM_Q_IND.200.51.25,91.2020-04-29
SASKXENT.NEOLANE_DATA.300.286.95,54.2020-04-29
SASKXENT.ETL_DATA.28384.27068.95,36.2020-04-29
SASKXENT.AML_Q_DATA.31744.7559.23,81.2020-04-29
SASKXENT.XDB.100.99.99.2020-04-29
SASKXENT.AML_Q_IND.200.198.99.2020-04-29
SASKXENT.DWO_SCHEMA.100.99.99.2020-04-29
SASKXENP.AUDIT_DATA.100.99.99.2020-04-29
SASKXENP.DWO_DATA.1750.128.7,35.2020-04-29
SASKXENP.UNDOTBS1.25600.21690.84,73.2020-04-29
SASKXENP.BDM_P_DATA.86320.10809.12,52.2020-04-29
SASKXENP.DBM_SCHEMA.300.297.99.2020-04-29
SASKXENP.DBSPI_USERS.100.99.99.2020-04-29
SASKXENP.EMAPI_SCHEMA.100.99.99.2020-04-29
SASKXENP.PI_DATA.500.495.99.2020-04-29
SASKXENP.AML_P_DATA.26642.6129.23,01.2020-04-29
SASKXENP.BDM_P_IND.100.99.99.2020-04-29
SASKXENP.USERADMIN_SCHEMA.100.99.99.2020-04-29
SASKXENP.USERS.100.99.99.2020-04-29
SASKXENP.AML_P_IND.200.198.99.2020-04-29
SASKXENP.HDS_P_IND.100.99.99.2020-04-29
SASKXENP.NEOLANE_IND.200.198.99.2020-04-29
SASKXENP.AAP_CITY_DATA.44576.4480.10,05.2020-04-29
SASKXENP.SYSTEM.1000.107.10,78.2020-04-29
SASKXENP.ANALYS_DATA.5570.3777.67,82.2020-04-29
SASKXENP.HDS_P_DATA.354800.29523.8,32.2020-04-29
SASKXENP.HDS_P_LOAD.31744.20857.65,71.2020-04-29
SASKXENP.EISDBA.50.24.49.2020-04-29
SASKXENP.NEOLANE_DATA.400.358.89,52.2020-04-29
SASKXENP.ETL_DATA.26624.25074.94,18.2020-04-29
SASKXENP.XDB.100.99.99.2020-04-29
SASKXENP.AML_P_LOAD.47104.7259.15,41.2020-04-29
SASKXENP.SYSAUX.1200.140.11,67.2020-04-29
ESVLDW1D.AML_DATA.1350.1343.99,55.2020-04-29
ESVLDW1D.DW_USERS_DATA.150.148.99,21.2020-04-29
ESVLDW1D.SYSAUX.1360.126.9,32.2020-04-29
ESVLDW1D.UNDOTBS1.1115.1085.97,35.2020-04-29
ESVLDW1D.HDS_DATA.19992.3393.16,97.2020-04-29
ESVLDW1D.HDS_LOAD.2050.190.9,3.2020-04-29
ESVLDW1D.AML_LOAD.1250.1169.93,57.2020-04-29
ESVLDW1D.BDM_GAS_LOAD.150.149.99,33.2020-04-29
ESVLDW1D.BDM_LOAD.450.447.99,33.2020-04-29
ESVLDW1D.MDM_DATA.450.447.99,33.2020-04-29
ESVLDW1D.BDM_GAS_DATA.500.495.99,16.2020-04-29
ESVLDW1D.SOT_DATA.16384.16382.99,99.2020-04-29
ESVLDW1D.USERS.5.3.70.2020-04-29
ESVLDW1D.TEST.10.9.90.2020-04-29
ESVLDW1D.SYSTEM.1000.132.13,27.2020-04-29
ESVLDW1D.EISDBA.100.49.49,5.2020-04-29
ESVLDW1D.AML_GAS_LOAD.450.449.99,78.2020-04-29
ESVLDW1D.ETL_DATA.450.447.99,33.2020-04-29
ESVLDW1D.USERS_TIV.20.19.95.2020-04-29
ESVLDW1D.BDM_DATA.5050.4712.93,32.2020-04-29
ESVLDW1D.AML_GAS_DATA.450.449.99,78.2020-04-29
ESVLDW1Q.AML_DATA.5850.341.5,84.2020-04-29
ESVLDW1Q.CONVERTER_DATA.102400.82868.80,93.2020-04-29
ESVLDW1Q.OPSS_DATA.300.297.99,27.2020-04-29
ESVLDW1Q.SYSAUX.1960.126.6,46.2020-04-29
ESVLDW1Q.UNDOTBS1.6745.5775.85,62.2020-04-29
ESVLDW1Q.HDS_DATA.186930.11184.5,98.2020-04-29
ESVLDW1Q.HDS_LOAD.4250.978.23,03.2020-04-29
ESVLDW1Q.AML_LOAD.21370.10294.48,17.2020-04-29
ESVLDW1Q.VISA_DATA.1050.269.25,66.2020-04-29
ESVLDW1Q.OFSC_DATA.300.282.94,15.2020-04-29
ESVLDW1Q.BDM_LOAD.450.447.99,33.2020-04-29
ESVLDW1Q.MDM_DATA.450.446.99,29.2020-04-29
ESVLDW1Q.RAMAVTAL_DATA.450.363.80,75.2020-04-29
ESVLDW1Q.SOT_DATA.13250.646.4,88.2020-04-29
ESVLDW1Q.CONV_PART_DATA.51200.49744.97,16.2020-04-29
ESVLDW1Q.USERS.10.8.80,63.2020-04-29
ESVLDW1Q.SENSE_DATA.7500.1925.25,67.2020-04-29
ESVLDW1Q.SMDC_DATA.450.446.99,32.2020-04-29
ESVLDW1Q.LAE_DATA.36864.33308.90,36.2020-04-29
ESVLDW1Q.SYSTEM.1200.181.15,14.2020-04-29
ESVLDW1Q.EISDBA.300.71.23,83.2020-04-29
ESVLDW1Q.GRID_ANALYSIS.450.446.99,32.2020-04-29
ESVLDW1Q.CONV_DATA.17588.17265.98,17.2020-04-29
ESVLDW1Q.GBI_DATA.2950.203.6,88.2020-04-29
ESVLDW1Q.ETL_DATA.450.446.99,31.2020-04-29
ESVLDW1Q.ADRR_DATA.300.109.36,4.2020-04-29
ESVLDW1Q.STGO1_DATA.450.446.99,25.2020-04-29
ESVLDW1Q.NIPLDWDB_DATA.450.447.99,33.2020-04-29
ESVLDW1Q.USERS_TIV.20.19.95.2020-04-29
ESVLDW1Q.BDM_DATA.57306.6118.10,68.2020-04-29
ESVLDW1Q.DW_USERS_DATA.450.310.68,93.2020-04-29
ESVLDW1Q.RSA_DATA.2550.156.6,14.2020-04-29
ESVLDW1Q.LAE_TN_DATA.5850.4041.69,08.2020-04-29
ESVLDW1P.AML_DATA.28672.27188.94,83.2020-04-29
ESVLDW1P.CONVERTER_DATA.5120.5052.98,67.2020-04-29
ESVLDW1P.OPSS_DATA.300.297.99,27.2020-04-29
ESVLDW1P.SYSAUX.3500.282.8,06.2020-04-29
ESVLDW1P.UNDOTBS1.32767,9844.30959.94,48.2020-04-29
ESVLDW1P.HDS_DATA.267796.12480.4,66.2020-04-29
ESVLDW1P.HDS_LOAD.26884.23603.87,8.2020-04-29
ESVLDW1P.AML_LOAD.1500.169.11,27.2020-04-29
ESVLDW1P.VISA_DATA.650.197.30,33.2020-04-29
ESVLDW1P.BDM_LOAD.450.447.99,33.2020-04-29
ESVLDW1P.MDM_DATA.450.446.99,32.2020-04-29
ESVLDW1P.RAMAVTAL_DATA.950.81.8,61.2020-04-29
ESVLDW1P.CONV_PART_DATA.51200.49564.96,8.2020-04-29
ESVLDW1P.SOT_DATA.12450.595.4,78.2020-04-29
ESVLDW1P.USERS.10.8.80,63.2020-04-29
ESVLDW1P.SENSE_DATA.21936.3607.16,44.2020-04-29
ESVLDW1P.SMDC_DATA.450.446.99,32.2020-04-29
ESVLDW1P.LAE_DATA.313344.278211.88,79.2020-04-29
ESVLDW1P.SYSTEM.2000.318.15,94.2020-04-29
ESVLDW1P.EISDBA.1100.127.11,59.2020-04-29
ESVLDW1P.CONV_DATA.704420.47036.6,68.2020-04-29
ESVLDW1P.GRID_ANALYSIS.450.446.99,32.2020-04-29
ESVLDW1P.GBI_DATA.7250.1634.22,54.2020-04-29
ESVLDW1P.ETL_DATA.450.447.99,33.2020-04-29
ESVLDW1P.STGO1_DATA.450.446.99,22.2020-04-29
ESVLDW1P.NIPLDWDB_DATA.450.447.99,33.2020-04-29
ESVLDW1P.USERS_TIV.20.19.95.2020-04-29
ESVLDW1P.BDM_DATA.65556.10806.16,48.2020-04-29
ESVLDW1P.DW_USERS_DATA.19484.1708.8,77.2020-04-29
ESVLDW1P.RSA_DATA.8200.421.5,13.2020-04-29
ESVLDW1P.ISU_METER_READ.37570.3837.10,21.2020-04-29
ESVLDW1P.ISU_METER_READ.37570.3837.10,21.2020-04-29
